"name","hydrophobic_moment","charge","hydrophobicity","a_index"
"|C3N7I8|nonenzyme|0",0.582132479786834,-0.772616344905808,-0.0619565217391305,116.630434782609
"|Q748K0|nonenzyme|0",0.795868715762332,-2.28892373650178,-0.112903225806452,96.1290322580645
"|Q2S3N8|nonenzyme|0",0.807968450541095,-13.6319417599468,-1.1258883248731,58.5279187817259
"|Q99WU4|nonenzyme|0",0.807424394704063,-5.03851913244477,-0.765979381443299,71.5463917525773
"|A1JU09|nonenzyme|0",0.767145907423734,0.421886420809879,-0.246363636363636,97.5
"|A4WCP1|nonenzyme|0",0.730531928853728,-6.85742098723324,0.0260143198090692,98.9976133651551
"|A0A141TBR6|nonenzyme|0",0.555557412460366,5.84265357147546,0.0145833333333333,77.1875
"|O10284|nonenzyme|0",0.579760086107917,12.3812646419902,0.189268292682927,109.80487804878
"|Q5NF19|nonenzyme|0",0.566258888007169,3.50012168110342,0.0179054054054054,108.378378378378
"|Q3Z5R8|nonenzyme|0",0.792962660925719,-15.5357109859279,-0.14806517311609,92.2199592668024
"|P51281|nonenzyme|0",0.926488374106997,11.1000232531445,-0.335221238938053,104.938053097345
"|P9WFS6|nonenzyme|0",0.609773332971918,-1.62406486193475,-0.193452380952381,96.3095238095238
"|Q9TYN3|nonenzyme|0",0.839060406241452,-6.08434136162395,-0.251012891344383,87.9834254143646
"|B8B644|nonenzyme|0",0.70031885103605,1.54663746143845,-0.312595419847328,63.0534351145038
"|B8B0R8|nonenzyme|0",0.70719571265243,12.7880369696075,-0.513895781637717,66.7493796526055
"|Q55167|nonenzyme|0",0.636839809072894,-7.80949800263342,-0.0454761904761905,94.3095238095238
"|P0AGI9|nonenzyme|0",0.872299639161684,-9.94810702621937,-0.0146288209606987,106.441048034934
"|A0LHE3|nonenzyme|0",0.866417604033884,12.7234968950131,-0.182128514056225,92.6907630522088
"|Q7W6L5|nonenzyme|0",0.794018585590082,6.27412298798943,0.0978431372549019,96.078431372549
"|A0A8K1Y6E0|nonenzyme|0",0.910912840634631,-5.53657588751094,-0.42421875,84.4921875
"|E1BKK0|nonenzyme|0",0.698633557860968,5.9817446584946,-0.488221709006928,76.2355658198614
"|Q69560|nonenzyme|0",0.539157665024123,5.12888921176596,-0.55,84.2045454545455
"|P95539|nonenzyme|0",0.840738532064874,-9.45811847707424,-0.377777777777778,78.6638537271449
"|Q1CRG8|nonenzyme|0",0.685734280694056,3.84850196493734,-0.32,95.3846153846154
"|Q0AQH3|nonenzyme|0",0.797428900479887,-0.651757462251593,-0.503225806451613,68.3154121863799
"|A6ZYV6|nonenzyme|0",0.564285865132985,-4.95308601961969,-0.649180327868852,87.9508196721311
"|Q8V4V3|nonenzyme|0",0.742358349290157,16.4695611418733,-0.331958762886598,87.4656357388316
"|B5R151|nonenzyme|0",0.655899824008308,7.97553157371126,1.13106060606061,144.621212121212
"|Q6FJZ6|nonenzyme|0",0.925699752148635,0.279019668744254,-0.0977777777777778,105.666666666667
"|E9CWP5|nonenzyme|0",0.716323359309539,-14.1814450004158,-0.37218045112782,82.3558897243108
"|P0AE94|nonenzyme|0",0.61347308733812,4.13118694848195,-0.0318471337579618,97.4522292993631
"|A9N329|nonenzyme|0",0.785051190285599,-3.02539985210785,-0.174161073825503,93.5906040268456
"|P85316|nonenzyme|0",0.674643052859627,0.520006525750096,-0.0932515337423313,76.6257668711657
"|Q6UDF7|nonenzyme|0",0.760418998271802,-56.6400243185739,-0.228960645812311,70.4742684157417
"|Q7QIX1|nonenzyme|0",0.943225606674554,-3.25132480804507,-0.848522550544324,70.248833592535
"|Q4QHG4|nonenzyme|0",0.857241163276144,9.82311262632983,0.221525885558583,104.196185286104
"|Q04N64|nonenzyme|0",0.682046029597262,-2.5780402224716,-0.264748201438849,111.58273381295
"|Q95JC3|nonenzyme|0",0.673197376027831,8.79838829622273,-0.0896103896103896,93.7662337662338
"|P24442|nonenzyme|0",0.720346890139496,3.36841884800729,0.0346268656716418,85.5522388059701
"|O85987|nonenzyme|0",0.85515574458763,-12.1105218226478,0.136060606060606,95.5757575757576
"|B1LNL8|nonenzyme|0",0.697008953941147,-3.31332129961599,0.377,115.1
"|Q9RVA9|nonenzyme|0",0.745113877360921,-12.4470887358729,0.0159268929503916,99.3733681462141
"|A7MM89|nonenzyme|0",0.661638521111726,0.402807319317607,-0.495098039215686,79.3137254901961
"|Q4UVN3|nonenzyme|0",0.684241115943611,0.186316485078876,-0.00625000000000001,97.75
"|A7ZKF0|nonenzyme|0",0.688460402816204,17.845970203181,0.592987012987013,115.428571428571
"|Q1I2I1|nonenzyme|0",0.614872876886284,-4.13325935941241,0.834256055363322,122.560553633218
"|C1FQT8|nonenzyme|0",0.82862490754661,33.5070161986612,-0.712248062015504,74.6511627906977
"|B9JWY6|nonenzyme|0",0.788392786390996,7.30281116432907,0.146027397260274,109.506849315068
"|B8CZC3|nonenzyme|0",0.723661271306295,7.47950751083233,-0.0729166666666667,112.942708333333
"|A6RAY2|nonenzyme|0",0.718766434444261,17.3673771845414,-0.0888571428571429,92.6571428571429
"|Q8FW17|nonenzyme|0",0.800648348078012,-5.56583584049034,-0.08,82.3076923076923
"|Q826F5|nonenzyme|0",0.712455743460536,-10.645076922634,-0.688669950738916,76.0098522167488
"|P57880|nonenzyme|0",0.672791275121199,-4.99520584665814,0.176363636363636,104
"|Q7QHP6|nonenzyme|0",0.943888401040034,-2.04748351823937,0.1,106.428571428571
"|A8LXY1|nonenzyme|0",0.84418828303068,-20.187266946623,-0.297516556291391,84.2549668874172
"|Q8NSS3|nonenzyme|0",0.679350565061139,-23.5365558073413,0.158362369337979,99.8954703832753
"|B9L4T8|nonenzyme|0",0.798978587881072,5.50901145948814,0.177,123.05
"|P16594|nonenzyme|0",0.744033932118326,4.67790765447083,-0.0322946175637394,93.0878186968839
"|Q1BL48|nonenzyme|0",0.584782057968794,-1.67939024961283,0.00833333333333332,103.846153846154
"|Q5BD67|nonenzyme|0",0.749271949839183,-0.336202567607814,-0.185514018691589,85.5373831775701
"|B9K9R7|nonenzyme|0",0.737183928842967,2.15269856534176,-0.237019230769231,96.4423076923077
"|A4SVJ1|nonenzyme|0",0.865573562819163,12.4702771605699,-0.268044077134986,94.297520661157
"|Q0A446|nonenzyme|0",0.85173506289952,7.28362859233158,-0.242460317460317,83.6507936507936
"|A7S2N8|nonenzyme|0",0.799604369245725,-18.2906016409326,-0.481898734177215,87.4177215189873
"|Q7A0U1|nonenzyme|0",0.670506228390524,-10.624068383183,-0.202583025830258,91.4391143911439
"|B3W9A3|nonenzyme|0",0.647415593093276,-5.34161756414241,-0.239210526315789,84.2105263157895
"|A1B2P8|nonenzyme|0",0.72550198570638,-11.5232052786152,-0.13,85.9393939393939
"|Q0TLU8|nonenzyme|0",0.614003385279793,-14.207162607554,-0.000390624999999999,104.8828125
"|P0DI22|nonenzyme|0",0.743968524940638,0.935025535855936,0.855555555555555,106.783625730994
"|Q5LHJ3|nonenzyme|0",0.730080227238936,2.41405668207378,0.237280701754386,109.780701754386
"|B4LDJ6|nonenzyme|0",0.797334377561209,11.4324354976622,-0.409731113956466,81.1395646606914
"|A8ANV8|nonenzyme|0",0.793661953657914,-9.58861981333308,-0.111462450592885,92.8853754940711
"|A1VR71|nonenzyme|0",0.603356664552428,0.239671194782336,-0.330894308943089,88.8617886178862
"|A0PPI7|nonenzyme|0",0.87463865086601,-6.48384165443512,-0.079144385026738,107.860962566845
