"name","hydrophobic_moment","charge","hydrophobicity","a_index"
"|A0A9P6PPC9|3.1.x.x|0",0.692482943309686,-3.08936602917506,-0.421188340807175,72.2757847533632
"|A0A1Y0HXZ3|3.1.x.x|0",0.817416916362442,0.420163771136489,-0.0547511312217195,87.2398190045249
"|A0A8B7Z0P7|3.1.x.x|0",0.809593988090992,-29.7260892057106,-0.0489396411092985,83.4584013050571
"|Q92CQ8|3.1.x.x|0",0.837309982868712,-4.04685737991705,-0.364921465968586,73.5078534031414
"|S3BP54|3.1.x.x|0",0.687124521768332,-2.0218796687995,-0.230635838150289,77.0905587668593
"|A0A6A4V606|3.1.x.x|0",0.883453785858567,4.73658681515046,-0.376233183856502,79.7309417040359
"|A0A5E4HYH8|3.1.x.x|0",0.610693646229241,4.51696005861451,-0.345454545454545,84.1148325358852
"|Q4A7X2|3.1.x.x|0",0.639994708308822,0.286686229323601,-0.415418502202643,90.2643171806167
"|A0A9E3CZL1|3.1.x.x|0",0.737023286479621,-4.61912038706402,0.00769230769230767,98.1623931623932
"|A0A2U9T037|3.1.x.x|0",0.823179517922906,7.35245393092159,0.214,101.666666666667
"|H0T1H5|3.1.x.x|0",0.777140339709255,3.63486591138659,-0.491689008042895,73.7801608579088
"|A0A849E250|3.1.x.x|0",0.610616462655823,-11.6140850171314,0.105479452054795,103.972602739726
"|A0A937UHV3|3.1.x.x|0",0.785793605721753,10.2244608099917,-0.227225130890052,97.9057591623037
"|A0A534N841|3.1.x.x|0",0.800299006989729,-3.7980076806091,-0.290181818181818,88.7636363636364
"|A0A7W4IUL6|3.1.x.x|0",0.639358250839357,0.413853661939971,-0.194339622641509,85.4716981132076
"|A0A1V1TP55|3.1.x.x|0",0.759678196986991,-5.09834759618437,-0.512631578947368,71.5263157894737
"|A0A637RA83|3.1.x.x|0",0.612563043522519,3.3571872127641,-0.308098591549296,82.7816901408451
"|A0A1D8N5L2|3.1.x.x|0",0.623123341989681,-13.0943344929344,-0.156832971800434,88.0043383947939
"|A0A2P1TZF6|3.1.x.x|0",0.794631392879132,0.237307454117496,-0.245664739884393,96.6184971098266
"|A0A7W1JBN2|3.1.x.x|0",0.853811075645936,3.83806686224156,0.184920634920635,106.851851851852
"|A0A1M6YC04|3.1.x.x|0",0.688116177156064,1.27567975838253,-0.233505154639175,92.6288659793814
"|A0A6L9IMR1|3.1.x.x|0",0.756492603849704,-7.6863754493073,-0.106413994169096,98.1632653061224
