"name","hydrophobic_moment","charge","hydrophobicity","a_index"
"|A0A0J1BJ36|x.x.x.x|0",0.854894484791593,-95.3442890335357,-0.238983050847458,84.5197740112994
"|P11182|x.x.x.x|0",0.825139089145723,6.56637321951232,-0.120331950207469,92.6141078838174
"|O09053|x.x.x.x|0",0.778228383779599,-16.5345310064132,-0.437473233404711,83.7330478229836
"|A0A2U1TX96|x.x.x.x|0",0.989467934098004,-66.7799062623229,-0.0552502050861362,95.2502050861362
"|Q12006|x.x.x.x|0",0.708706345757997,5.53516186816,-0.273015873015873,81.7460317460317
"|A0A9X8EVA4|x.x.x.x|0",0.713329055736343,-6.83449626240853,-0.110266159695818,96.1026615969582
"|Q8EIX3|x.x.x.x|0",0.938782245468523,-9.37360352190199,-0.0836027713625866,92.8175519630485
"|A0A3Q1M4P0|x.x.x.x|0",0.801260888132461,1.6727867615629,-0.143015726179463,92.3034227567068
"|A0A1V4SPY7|x.x.x.x|0",0.80514954936682,-3.88970355691031,0.241860465116279,101.162790697674
"|P0CE22|x.x.x.x|0",0.850770593631114,-18.3732607719153,-0.0686939182452642,100.279162512463
"|Q97YM2|x.x.x.x|0",0.702082466377534,-0.0203472488789578,0.00429799426934097,105.845272206304
"|Q65GC0|x.x.x.x|0",0.872789296733901,-17.7033971233172,-0.279716024340771,83.7119675456389
"|A0A0A2WEB7|x.x.x.x|0",0.841244994387054,-44.5159117656759,-0.0606021505376344,94.8086021505376
"|Q93L51|x.x.x.x|0",0.641273736934523,-11.5482280614752,-0.430670103092783,83.9432989690722
"|Q5L735|x.x.x.x|0",0.752264545678364,-4.87575016534814,-0.310697674418605,91.5813953488372
"|Q6YR87|x.x.x.x|0",0.738849375348137,26.6878244958204,-0.0747706422018349,103.119266055046
"|Q5FVN0|x.x.x.x|0",0.694948302755433,9.61168699608669,0.315400410677618,101.108829568789
"|C5WR30|x.x.x.x|0",0.729613077648981,-2.94253396035228,-0.41986301369863,84.3835616438356
"|Q051T8|x.x.x.x|0",0.817352868624637,2.9148788149294,-0.368981481481482,92.4537037037037
"|P17177|x.x.x.x|0",0.802940484065359,10.7489095171188,-0.128971962616822,95.7196261682243
"|Q04J43|x.x.x.x|0",0.897141949116147,3.9424582404743,-0.288770864946889,93.5204855842185
"|P75352|x.x.x.x|0",1.03144305629273,13.7826879688046,-0.15297845373891,100.735107731305
"|Q10441|x.x.x.x|0",0.725266268332911,21.7720363359314,-0.254385964912281,97.5
"|A0A1X3IUS1|x.x.x.x|0",0.744699618951311,-10.1013423031147,-0.0752269779507134,95.5642023346304
"|Q0AWE9|x.x.x.x|0",0.709901251122467,-44.7823894795739,-0.50958904109589,85.296803652968
"|Q5SPR8|x.x.x.x|0",0.767744839682579,47.5707490081425,-0.721182266009852,65.8128078817734
"|Q0BVJ1|x.x.x.x|0",0.585739603427398,-6.49419256856591,-0.230769230769231,94.7596153846154
"|B0T692|x.x.x.x|0",0.693961000617088,-0.808241470269856,0.152112676056338,94.3661971830986
"|O28996|x.x.x.x|0",0.829531710477911,-13.9340823349228,-0.414501510574018,89.4259818731118
"|A6LEU2|x.x.x.x|0",0.774970783551759,-8.28106586997014,-0.0887445887445888,95.1731601731602
"|B2KES3|x.x.x.x|0",0.643047407133186,-0.0447071597631267,-0.0579185520361991,96.606334841629
